USDOT Number,Legal Name,DBA Name,pv_apcant_id
2512481,AOH TRUCKING LLC,,790249
2628207,AOZ LOGISTICS LLC,,841323
1511575,AP HOBBS TRANSPORTATION CO LLC,,481564
3183502,AP TOWING & RECOVERY INC,,1055827
,APACHE TRANSPORT LLC,APACHE TRANSPORT,519704
,APCI LLC,,688592
,APEX COURIER LLC,,531597
,APEX GRAIN INC,,110926
2874222,API  TRANSPORT INC,,885196
2883649,API TRANSPORT INC,,889226
2508026,APL CARGO INC,,787922
1612925,APLUS UBQ LLC,,616649
2922489,APOLLOS WATER LLC,,917880
3213763,APPLE BROKERAGE INC,,1072427
2256708,APPLE LOGISTICS INC,APPLE TRANS,687785
293910,APPLEGATE ENTERPRISES INC,,148277
2340681,APPLEGATE FARMS LLC,,731429
1042067,APPLEMAN EXPRESS INC,,351289
3187502,APPLEWHITE TRANSPORT INC,,1057918
266611,APPLEWOOD FARMS INC,,30698
2078421,APPLIANCE INSTALLATION TECHNICIANS LLC,,642683
,APPLIED PRESSURE INC,,869147
2893972,APR ALLEN PLASTICS REPAIR INC  ,,898612
1776426,APR TRUCKING LLC,,565037
995132,APRIL HUMBLE,HTR AUTO TRANSPORT,369576
2260612,APRIL YOUNG,WNA DELIVERY,689165
3017701,APS TRANS INC,,955864
2137190,APS TRANSPORTATION LLC,,667390
2978087,APT TRANSPORTATION LTD,,935513
2971906,APTUS DELIVERY SYSTEMS LLC,,753541
2426544,APTUS TRANSPORTATION LLC,,753611
2079621,AQ BUILDERS LLC,AQ TRANSPORT,643002
3121905,AQ EXPRESS INC,,1022226
756581,AQUA TRANSPORT LLC,,480522
1833674,AQUAVALYN WRIGHT,Q & R TRANSPORTATION,582059
2822391,AR TRANS INC,,861248
1624003,ARAC ENTERPRISES LLC,OVERLORD LOGISTICS,515405
697264,ARBA TRUCKING INC,,234461
2441499,ARC LOGISTICS LLC,,757830
2999345,ARCADIA EXPRESS LLC,,946249
,ARCANA INC,,133634
998894,ARCHIE A HOLLAND,AA TRUCKING,342771
1660102,ARCHITECTURAL STONE TRANSPORT LLC,,526641
941715,ARCTRANS LLC,,316488
513942,ARDITH R GRAY,,185912
506665,ARDWAY INC,,74409
332145,AREA GARAGE & TOWING  INC,,48163
1031501,AREA IV AGENCY ON AGING AND COMMUNITY ACTION PROGRAMS INC,WAVELAND VOLUNTEER TRANSPORTATION PROGRAM,346521
3109110,ARELLANO TRUCKING INCORPORATED,,1015304
,ARELLANO TRUCKING INC ,,370035
1739221,ARES PARTNERS LLC,ONE SOURCE OFFICE SOLUTIONS,553797
2203165,ARIAS TRUCKING CH LLC,,714056
1978048,ARIAS TRUCKING INC,,618761
2567590,ARIDE INDIANA LLC,,815711
2567590,ARIDE INDIANA LLC,,815712
295077,ARIES FREIGHT SYSTEMS,,35098
2378589,ARIN TRUCKING INC,,733757
2451257,ARISTO FLEET INC,,763923
631628,ARIZONA TRANSPORTATION & LOGISTICS LLC,,210802
1885616,ARJUN TRUCKING INC,,613083
348513,ARLEN R AND JAN A MITCHEL,MITCHEL TRUCKING,57482
2138826,ARLEN TRUCKING INC,,661627
286258,ARLIS B WADE,A B WADE & CO,125364
1145655,ARMANDO CERVANTES,AC TRUCKING,577200
2044626,ARMOR RECYCLING OF INDIANA INC,,633400
3066062,ARMOR TRANSPORTATION LLC,,981911
193468,ARMORED SERVICES INC,,15498
692351,ARMSTRONG & SON TRANSPORTATION INC,,252937
2107929,ARMSTRONG TRANSPORT LLC,,652069
2226592,ARMSUR INC,,298837
3188262,ARNALDIT INC,,1058311
,ARNETT ENTERPRISES INC,,42806
996916,ARNETT TRANSPORT LLC,,594864
,ARNIE RICHARD TRIVETT,FREIGHT SOLUTIONS,622567
3213419,ARON TRANS INC,,1072213
2562802,AROOP TRANSPORT INC,,813225
672059,ARRO TRANSPORT LLC,,224734
2631561,ARROW LINE EXPRESS INC,,835146
2953327,ARROW LOGISTICS LLC,ARROW LOGISTICS,923553
872600,ARROW MIDWEST COMPANY INC,,293902
1585379,ARROW TRUCK LINE INC,,502506
1698141,ARROYO ENTERPRISE INC,A AND E SALVAGE AND RECYCLING,632389
2582756,ARSO EXPRESS INC,,823578
2971924,ART INTERNATIONAL RELOCATIONS LLC,,512
,ARTER W SHORT,A W P SHORT TRUCKING,31840
1225532,ARTHUE FRYE,LAST CHANCE AUTO TRANSPORT,439415
70806,ARTHUR A SAPPINGTON,SAPPINGTON & SON'S MOVING,107621
676742,ARTHUR BIRD,AM BIRD TRUCKING,293828
595737,ARTHUR G BARKS JR,JR BARKS EXCAVATING,511883
1253856,ARTHUR GEAHR,BIG TOW TOWING & LOCKOUTS,404761
874012,ARTHUR J BOULIANNE,ARTHUR'S TRANSPORT,297139
2190346,ARTHUR RAY STRICKER,STRICKER TRUCKING,684903
,ARTHUR TROTZKE,,112619
1021280,ARTIKA 1 HAULING INC,,346824
563037,ARTIM TRANSPORT INC,,41829
334165,ARTISAN EXPRESS DELIVERY LLC,,810156
784042,ARTURO Q VELASQUEZ,AQV TRANSPORT,260534
2595246,ASA CARRIER LLC,,829989
3234682,ASA FREIGHT INC,,1083955
2814373,ASA TRUCKING INC,,858172
2931298,ASANTE TRUCKING LLC,,912181
552859,ASAP DELIVERY INC,,83660
,ASAP TIRE ACQUISITION LLC,ASAP TIRE,1060516
2282931,ASB HYDRO-BLASTING SERVICES INC,,697557
2961803,ASB TRANS INC,,928119
1419891,ASBURY TRUCKING INC,,451114
3139368,ASC CARRIER INC,,1031609
2523380,ASCANIA INC,,794686
3185493,ASCENT LOGISTICS LLC,,1056862
684386,ASCHE TRUCKING INC,,289168
2926686,ASDI LLC,,909937
2279252,ASF TRUCKING INC,,778809
2412939,ASHANTI SIMPSON,,747988
3084018,ASHASA LOGISTICS LLC,AHS EXPRESS LOGISTICS,1001464
3084018,ASHASA LOGISTICS LLC,AHS EXPRESS LOGISTICS,1001465
2846905,ASHBURN TRUCKING LLC,,875164
,ASHBY TOWING AND RECOVERY LLC,,704591
,ASHCRAFT AND SON TRUCKING,,48900
125553,ASHCRAFT TRUCKINGINC,,115675
3092948,ASHER TOWING & TRANSPORT LLC,,1032896
,ASHER TRANSPORTATION INC,,32246
1286331,ASHER TRUCKING LLC,,429404
2151395,ASHLEY LOGISTICS INC,,665269
475646,ASHLEY TRANSPORT INC,,68586
184234,ASHLEY TRAVEL INC,,13622
2213939,ASHLIN TRANSPORTATION SERVICES INC,,39017
3080268,ASHORE TRANSPORT LLC,,989901
2245384,ASHRAF A SAWAL,SAWAL LOGISTICS,610771
743637,ASHTIN TRUCKING INC,,249656
711484,ASHWILL TRUCKING INC,,320076
515129,ASHWORTH ENTERPRISES INC,,75703
1840753,ASIEDU TRANSPORT LLP,,584396
2803150,ASK GROUND COURIERS LLC,,856491
3222861,ASK MURFF LOGISTICS INC,,1077580
2859383,ASMARA TRANSPORTATION LLC,ASMARA TRANS,878378
190009,ASPEN INC,,13201
3072680,ASR TRANSPORT LLC,,985656
3018147,ASS TRUCKING LLC,,956095
613744,ASSET MANAGEMENT INC,,195280
1310758,ASSET RECOVERY CORPORATION,AWT ASSET RECOVERY,422043
788542,ASSOCIATED CAB & LIMOUSINE INC,,263051
628793,ASSOCIATED CARRIERS INC,,218014
428655,ASSOCIATED DELIVERY SYSTEMS INC,,59178
522324,ASSOCIATED STORAGE & VANINC,,2071
2331043,AST TRANSPORT CORPORATION,,715049
2019899,ASTIBO INC,,1004530
,ASTRA INC,,248576
316520,ASTRAL CARRIER INC,,34786
378085,ASTRO COURIER SERVICE INC,,53119
1020711,ASTRO GALAXY LEASING LLC,,345410
1831880,AT LLC,,796650
994049,AT YOUR DOORSTEP MOBILE STORAGE COMPANY,,336864
2071637,ATC TRANSPORT INC,,695989
2341945,ATCHLEY TRUCKING LLC,,717763
1225133,ATD GROUP LIMITED,,443489
1543446,ATF LOGISTICS LLC,,489319
2976192,ATHENA TRANSPORT LLC,,934578
2220587,ATHENS BROKERAGE INC,,162745
2549222,ATIF NICHOLAS,,807860
394586,ATKINSON REFRIGERATED EXPRESS INC,,175411
278872,ATLANTIC INLAND CARRIERS INC,,30758
2471097,ATLANTIS EXPRESS,,772375
3225029,ATLANTIS TRANSPORT SERVICES INC,,1078747
,ATLAS DOCK SYSTEMS INC,,428572
653106,ATLAS FORWARDING INC,,500
653106,ATLAS FORWARDING INC,,31403
650860,ATLAS LOGISTICS INC,,217033
,ATLAS TRANSPORT LLC,,946618
282488,ATLAS TRANSPORT INC,,147266
,ATLAS TRANSPORTATION LLC,ATLAS TRANSPORTATION LLC,951398
3009183,ATLAS TRANSPORTATION LLC,,951399
2092230,ATLAS UNLIMITED TRANSPORTINC,,646719
125550,ATLAS VAN LINES INC,,7752
125550,ATLAS VAN LINES INC,,3614
,ATLEE SCHWARTZ,A E R S CONSTRUCTION,771402
777700,ATLUS LLC,,346313
1271433,ATM ADVISORY CORPORATION,,410672
1845301,ATM BULK TRUCKING LLC,,585687
,ATM TRUCKING INC,,453698
2924098,ATN TRUCKING LLC,,908562
2952010,ATS CARRIER CORPORATION,,922851
3089638,ATS IMPERIAL,ATS IMPERIAL,1004499
2105389,ATS TRANSPORT LLC,,651287
3015716,ATWOOD LOGISTICS LLC,,954773
800191,AUBURN EXPEDITING INC,,267432
2251081,AUBURN EXPRESS INC,,685497
2064966,AUBURN TRUCKING INC,,638967
2564511,AUDIE S BARKES,,812145
247088,AUDUBON TRAILS COACH LINE INC,,3794
807429,AUGIE JONES INC,,273726
1686696,AUJLA INC,,731370
2884283,AUJLA STAR TRANSPORT LLC,,889529
3029919,AUJLA TRANS INC,,962162
1999857,AUREO PEREZ,AMERICAN DREAM CT TRANSPORT,622611
,AURORA CASKET COMPANY INC,,43875
860980,AURORA TOWING LLC,AURORA TOWING,415388
874207,AUSTGEN  CONCRETE  INCORPORATED,,294778
674149,AUSTGEN EQUIPMENT INC,,266626
2941527,AUSTIN GACKE,AG TRANSPORT,917694
2211571,AUSTIN TRANSPORTATION SERVICES LLC,,725510
164111,AUSTIN TRUCKING COINC,,11242
145926,AUTO & TRUCK FORWARDING INC,,118152
2641498,AUTO 911 TOWING INC,,839988
1042019,AUTO AIR & TOWING INC,,452891
1042019,AUTO AIR & TOWING INC,,452328
2992881,AUTO BUYERS CLUB INC,,942902
1518089,AUTO CARRIER SERVICE LLC,ACS,482905
1831312,AUTO EVERYTHING INC,SHAMROCK TOWING,699891
1589128,AUTO HAUS COACH INC,,506973
568840,AUTO HAUS LIMOUSINE INC,,88311
2123989,AUTO MEDICS LLC,,657218
698009,AUTO MOVERS INC,,234157
2247667,AUTO RELOCATING SPECIALIST LLC,,644410
1780601,AUTO RELOCATING SPECIALIST LLC,,566180
928746,AUTO TEMPERATURE CONTROLSPECIALISTS INC,ATC SPECIALISTS,314726
3204759,AUTO TRANSPORTER MCSWAIN LLC,,1067427
,AUTOFORM TOOL & MFG INC,,592652
2236464,AUTOMATED LOGISTICS LLC,,477020
2217581,AUTOMOBILE CLUB OF SOUTHERN INDIANA INCORPORATED,,114175
656522,AUTOMOTIVE TECHNICIANS INC,,285879
2273576,AUTOTRANSCORP LLC,INTEGRITY AUTO TRANSPORT,689070
2088340,AUTOWORKS TRANSPORTATION INC,,676255
315211,AUTRI INC,,224895
938215,AUTUMN HILLS TRANSPORTATION INC,,314982
2965832,AUTUMN RIDGE TRANSPORT LLC,,930370
577606,AUUSTA RAMER,AUSTA'S DISTRIBUTION SERVICES,191440
1786971,AUXIER XPRESS SPECIALIZED & RECOVERY LLC,,568015
3199405,AV LOGISTICS LLC,,1064441
3126865,AV PROS LLC,,1024826
2823159,AV TRANSIT LLC,,861663
3229391,AVA FREIGHT LOGISTICS LLC,,1081078
2557934,AVA LOGISTICS LLC,,810841
2231418,AVAIL MOVE MANAGEMENT INC,,383401
656172,AVAILABLE SHIPPERS INC,,49125
1648425,AVAILABLE TRANSPORT LLC,,522907
3161054,AVENUE CONTRACTING LLC,AVENUE TRANSPORTING,1043671
879287,AVERY COLLINS JR,E & A ENTERPRISE,296001
3079116,AVERY DYER,AVE'S AUTO REPAIR,1069513
1468493,AVILLA MOTOR WORKS INC,,674934
1463721,AVINASH SINGH,GURU TRUCKING,467259
270587,AVM INC,,32070
3088643,AVON MOVING AND STORAGE LLC,,1003940
2873685,AVON TRANSPORT LLC,,814937
2244809,AVRAM WORLDWIDE LLC,,602431
2912355,AVTAR EXPRESS LLC,,903319
2485495,AVTAR TRUCKING INC,,778555
1271584,AVULLO & ASSOCIATES INC,,410036
1891237,AW TRANSPORT INCORPORATED,,658008
2225528,AWA INC,,279543
2431000,AWH INC,FAK LOGISTICS INC,753903
2186927,AWH TRANSPORTS LLC,,676627
1310942,AWTAR SINGH KALKAT,K 7 EXPRESS,424223
2273716,AWW FREIGHT LLC,,694277
317254,AXE TRUCKING CO INC,,51606
1038036,AXIS LOGISTICS INC,,443163
2593912,AXIS TRUCKING LLC,,829144
2264453,AYALI TRUCKING LLC,,690619
2379108,AYC EXPRESS LLC,,733984
3084121,AYC LOGISTICS LLC,,1001524
2468575,AYERS TRUCKING LLC,,771371
1817443,AZSTAR LOGISTICS LLC,ROADTEX LTL,576934
2978118,B&J RECOVERY LLC,ALSCO OF EVANSVILLE,935527
1297173,BAYLOR INTERMODAL INC,ADVANCED INTERMODAL,415886
1332687,BENMERICA LLC,ANY TOWING COMPANY,692709
2061731,BIT-MAT PRODUCTS OF OHIO INC,ADVANTAGE CONCRETE,637996
2247690,BLUE GREEN EARTH CORP,AM FREIGHT BROKERAGE,644809
1668594,BORCE BUDZAKOSKI,A T G EXPRESS,529435
1018202,BRADLEY WRATTEN,AFFORDABLE FLEET SERVICES,688825
3156082,BRANDON MERKLEY,ADC TRANSPORT,1040769
2110505,BRIAN MOORE,A2B TOWING AND TRANSPORTATION,657456
714239,BRUCE D ARTHUR,ARTHUR TRUCKING,587869
1413814,CAMALUNA LLC,A BULL TRUCKING,449225
831709,CANISTER MOORE,A-1 TRUCKING,716498
2148829,CARL HAZZARD,ANN MARIE LIMOUSINE,669591
2231145,CAROL A BOGARD,ASD LOGISTICS,378107
2262073,CCCC EXPEDITE LLC,A STRONG GROUP,808576
1460210,CEDRIC ALEXANDER,ALEXANDER EXPRESS,472726
,CENTURION INDUSTRIES INC,A-LERT,404674
683862,CHARLES A AKERS,AKERS ENT,436067
453105,CHARLES E HOLLEN,ALL-STATE EXPEDITING,63914
2788077,CHRISTOPHER M ABEL,ABEL AND HARTZELL CONSTRUCTION,849531
786959,CHRISTOPHER M AULT,AULT TRANSPORT,839882
2942011,CHRISTOPHER THOMPSON,AC TOWING,917964
597044,CLAUDINE KUKLER,A LUXURY LIMOUSINE,100986
153330,CLEATIS G ALLEN,ALLEN MOTOR EXPRESS,105402
543040,CMFINC,AUTO WORLD TOWING@TRUCKING,421684
,COLLIN A PAINTER,AUCTION EXPRESS,681122
1231061,COMMUNICATION TRANSPORTATION CORPORATION,AA ELEGANT LIMOUSINE,422673
867511,CORY  SCAMPITILLA,ANGEL  TRUCKING,295113
,CREATION GROUP TRANSPORTATION INC,ATWOOD TRANSPORTATION GROUP,66850
2790431,CROSSROADS EXPRESS TRANSPORTATION LLC,ATW TRUCKING,861181
2877251,DAGOS LLC,AVALON EXECUTIVE TRANSPORTATION OF INDIANA,886780
1683014,DAHLKE & HIDAY AUTOMOTIVE SPECIALISTS INC,AUTOMOTIVE SPECIALISTS & EXPRESS WRECKER SERVICE,745631
1957746,DALE I SHUPERT,ALWAYS TRUCKING,612594
1220517,DAMANI DICKERSON,ANYTIME,396955
1465934,DANA ANDREW BOWLIN,ANDYS TRANSPORT,472922
1604215,DARRELL EIKENBERRY,ALACRITY,513307
2502508,DAVENDY LLC,AMERICAN CROSSROADS TRANSPORT,785670
1862726,DAVID FROHLICH,ATS LIMOUSINE SERVICES,588314
849735,DAVID L ADKINS,ADKINS TRUCKING,286392
,DAVID M FORBES & CASEY BAUER,ADVANCED AUTO RECOVERY,505401
929791,DEANNE AND JAMES ALLEN,ALLEN'S TOWING,512729
738567,DENISE STOUT & LUCIEN BRIDGES,ADVANTAGE LOGISTICS,248395
,DENNIS GOOCH,A-WHEEL A-WAY,942245
,DENNIS L HEATON,AGRI VENTUREINC HAY FARMS,506403
1297790,DK HOCKERMAN ENTERPRISES INC,ALL CITY DELIVERY,286645
1286415,DON SICHLING AND ARON STRAKER,A+ LIMOUSINE,414191
125560,DONALD C ALBERTSON,ALBERTSON DRIVEWAY,116749
2195121,DOUG MCCLAIN,AJ TOWING & TRANSPORTATION,679288
595611,DOYLE ADAMS,ADAMS BROTHERS,190008
3227793,DSS TRANSPORTATION,AGAM TRUCKING,1080233
,EDWARD J WOLVERTON & JOHN R CROUCH,ALADDIN TRANSPORTATION SYSTEMS,59384
,ERNIE RILEY,ACTION CHARTER COACHES,161671
,FIRST CALL TOWING AND RECOVERY INC,ALLEN COUNTY TOWING AND REPAIR,651422
966696,FRANK ANDERSON,ANDERSON TRUCKING,337014
666541,FRANKLIN V TURNER,ACCURACY TRUCKING,215251
727542,FRED E OESTREICH,AFTER HOURS,605904
1982165,FX RUANE LLC,AMBASSADOR LIMOUSINE SERVICE,622993
418627,GALEN L MILLER,AVAIL TRUCKING,335604
527923,GARBE MOVING & STORAGE INC,A MOORE MOVING SERVICES,52928
3122725,GARY E MILLER,A CALL AWAY TRANSPORTATION AND WINE TOURS,1022662
701840,GARY K LOUDERMILK,ANWARD TRUCKING,714914
793787,GARY L OPEL,ACCELERATED DELIVERY SPECIALISTS,265244
,GARY R ALLDREDGE,ALLDREDGE TRUCKING,424923
,GENE A ECKERLEY,A-FRIEND TRANSPORTATION SERVICE,604758
805072,GLOBAL WORLDWIDE LLC,A-1 SUMMIT VAN LINES,269610
805072,GLOBAL WORLDWIDE LLC,A-1 SUMMIT VAN LINES,99
2556099,GRASS FED EXPRESS LLC,ARCHER FREIGHT,791753
818918,GREEN LINE MOVING & STORAGE OF INDIANAPOLIS LLC,ALL MY SONS OF INDIANAPOLIS,302057
,GREGG MARVIN,ASPHALT ENGINEERS PAVING AND TRUCKING CO,519801
1408981,GREGORY ALAN BREWER,A-N-G TRANSPORT,447887
372674,H E ALLEN,ALLEN BROTHERS TRUCKING,61206
3198605,HEATH AULDRIDGE,AULDRIDGE TRUCKING,1064007
2490417,INFEX INC,A AND A TRUCKING,780526
2578538,J AND J ALLEN LLC,ALLEN'S TOWING,821354
,J J SNACKS INC,ACME DISTRIBUTORS,783660
482586,JACK D SIMON,ACTION AMERICAN CHARTER COACHES,182707
,JACK F BUTLER,ACROSS AMERICA EXPRESS,310962
796681,JACK R ANDERSON INC,ANDERSON TRANSPORT,438525
1825318,JAMES ASHER,ASHER TRUCKING,579396
469490,JAMES B MOORE,ATHENS AVIATION,181891
2396325,JAMES C PREER,ASSERTIVE LOGISTICS,741102
1904929,JAMES D SMITH,AGP2,601504
,JAMES FARLEY,AUGUST TRANSPORTATION,412855
868278,JAMIE H CAUDILL,ALL-WAYS TRUCKING,294338
1193387,JASON WOODWARD,AFFORDABLE TOWING,394154
3216357,JD360 LLC,ALLTRAN FREIGHT,1073959
1249379,JEFFREY A AX,AX TRUCKING,403609
678986,JENNIFER LEHMAN,A C EXPRESS,242152
1752340,JERRY ALLEN ABRAM,ABRAMS G AND S,558385
1118673,JOBE ENTERPRISES INC,AAA MOVING & STORAGE,310797
1744196,JOE ALVAREZ,A2Z TRUCKING,555366
286826,JOE GRADY JR,A-TRAN'S DELIVERY SERVICE,75818
,JOE S VIRGINIA D AND JOE B ARNOLD,ARNOLD SPREADING SERVICE,126525
2799801,JOHN J ADAMS,ADAMS NETWORK AND TRANSPORTATION SERVICES,854835
836761,JOHN R STANG,AMBASSADORS OF FUN,281448
,JOHNNIE M BROWN,ANCHOR MOVERS,138738
2481733,JOHNNY W ROBINSON,AFTER HOURS TOWING & ROADSIDE ASST,806807
1190360,JOSEPH A MCCORD JR,ADAM MCCORD TRUCKING,871319
1293843,JOSEPH GALLO & ALEXANDER M WANGARD,AJ AUTO TRANSPORT,418981
1978727,JOSHUA D BALDWIN,ANB TRANSPORT,617528
2378263,JUAN M ALTAMIRANO JR,A10 TRUCKING CORP,733598
2303227,JUSTIN ADKINS,ADKINS TRUCKING,739610
401109,K C K INC,ACE AUTO SERVICE,57277
2496604,KARANJEET SINGH RANDHAWA,ASH TRUCKING,783152
1831784,KEEGAN L DAVIDSON,AFFORDABLE MOVING,785131
1047035,KELVIN TRUSSEL,A-ELITE TRANSPORTATION,352284
,KENNETH C ALLEN AND WAYNE W ALLEN,ALLEN BROS,109194
1916679,KENT H RICH,A 1 WELDING AND TOWING,604175
1851445,KENT J DASHEL,ANDERDASH 6 TOWING AND RECOVERY,587729
,KEVIN CAVANAUGH,ADVENTURE COACH,384430
594179,KHAWAJA T AHMED MUHAMMAD R BHATTI AND SAJJAD A MIRZA,A-1 LIMOUSINE SERVICE,101215
2823002,KIMBERLY SHEPHERD,AK LOGISTICS,861582
1566364,KORSON INC,ASAP TOWING,531375
714418,L THOMAS ATNIP,A PLUS FARMS,624505
618444,LIGHTNING ENTERPRISES INC,AURORA EXPRESS,205802
2922410,LINDA ROBINSON,ALLY CAT GARAGE,907918
600413,LLOYD R BROWN,ASAP DELIVERY SERVICE,190787
,LONE PALM LLC,ADVANCED SEWER SERVICE,886186
976742,LONNIE R ALLEN,ALLEN TRUCKING,341653
804584,LYON WORLDWIDE SHIPPING LLC,AMERICAS BEST VAN LINES,269492
804584,LYON WORLDWIDE SHIPPING LLC,AMERICAS BEST VAN LINES,226
1153379,MAJER SINGH,A S G TRUCKING,377175
2369350,MARATHON TRANSPORTATION LLC,ASAP AUTO TRANSPORT,729706
916687,MARIANN CAPPS,ADVANCED LOGISTICS,312547
598220,MARK ANDRE ARCHER,ARCHER TRUCKING CO,96456
585403,MARTIN ANDRADE,ACTION TRANSIT,30755
,MATRIX DESIGN GROUP LLC,ALLIANCE DESIGN GROUP,625226
298901,MELVIN AMOS,AMOS DISTRIBUTOR,38110
1427469,MELVIN SPARKMAN,ACE KING LIMOUSINE,531980
152445,MEVIN A AND THERESA L AUMAN,AUMAN TRUCKING,119307
195334,MEYER WASTE SYSTEMS INC,ABLE DISPOSAL,52992
2122191,MICHAEL VANBIBBER,A & M LOGISTICS,656652
1539486,MIKE EAGLE,ALMOST TRUCKING,488545
,MILLS CONSTRUCTION CO INC,ABACO DOCK & LIFT,902482
604327,MILTON AMOS JR,AMOS  AMOS & AMOS CHARTER TOURS,193511
,MR ART GOODWIN,A & D BUS TOURS,58210
1452084,NARINDER S JOHAL,A J LOGISTICS,462954
968869,NH ENVIRONMENTAL GROUP INC,A&C TIERRA ENVIRONMENTAL,477178
2394014,NORTHWEST INDIANA PARTY BUS SERVICE LLC,ALL AROUND LIMOUSINE SERVICE,740221
1050638,O'HARE LOGISTICS INC,ALL-TYPES EXPEDITING & DELIVERY SVS,352490
2476758,ONE WRIGHT COMPANY LLC,AMPS TRANSPORTATION,777292
423308,PAUL MCCLAIN,AJ TOWING,661322
1393427,PAUL R ROYER,A-1 CONCRETE LEVELING,807121
950266,R AND C SERVICES INC,ACRA AUTOMOTIVE GROUP,730184
2608953,RABIOU ABDOULHASSAN,ABRAR TRUCKING,832502
2033557,RANDALL L ALBERTSON,ALBERTSON TRUCKING,686420
2937427,RAY E MORRISON,AIN'T GOT A DIME IN IT TRUCKING,915409
1827241,RAYMOND KIMBROUGH,ALL IN 1 TRANSPORTATION,580135
616294,REDIEHS TRANSIT LINE INC,AABC,196200
1167147,REEVES TRANSPORTATION SERVICE INC,A WORLD ENTERTAINMENT LIMOUSINE SERVICE,528288
,RICHARD M BOREN,AAA EXPRESS,354325
682437,ROBERT BRETT & SANDRA KAY ALLEN,ALLEN'S ALL AROUND TOWING,280548
1278943,ROBERT C STUMP JR,A B STUMP,412161
1066443,ROBERT TASH,ASAP TRUCKING,354626
,RODNEY P JENSEN,AGRI - TRANSPORT,582347
1757916,RODNEY SAWYER,A & R TRANSPORT,567656
796455,ROGER D ALIG,ALIG TRUCKING,265976
702165,RONALD L FOX,ANRON EXPRESS COMPANY,235770
1821668,ROYAL TRANSPORTATION INC,AWALE LIMOUSINE,1035995
,RUBLE ENTERPRISES INC,ABLE TRANSPORT,92606
769679,SAMUEL ELBERT,A1 DELIVERY,258834
2842321,SHAWN FRANKLIN,A & J TRANSPORT,380555
315117,SINGLETREE TRANSPORTATION INC,ANGLE BROTHERS,40778
1925702,SOUTHWEST SERVICES LLC,ABC CARRIER,606354
2225639,STAMM ENTERPRISES INC,AMERICAN TRANSPORTATION & LOGISTICS,281432
1178093,STEPHEN ALDRIDGE,ALDRIDGE BROS REPAIR,470371
1252044,STEVE ALKIRE,ALKIRE SON & SONS TRUCKING,403148
2032837,STEVE R DENHARTOG AND KENNETH DENHARTOG,ASK TOWING,630385
1780295,STEVEN P STROTHMAN,ASAP DELIVERY,566174
636740,STEVEN W HAMNER,ANGEL TRUCKING,482320
,STEWART G CARTER AND HOWARD L ORR,AIR FREIGHT ONE,118302
898198,TERRANCE L ARTIS & JANE M ARTIS,A & A ENTERPRISE,301749
,TERRY PENNINGTON,AUTORAMA USED CARS,719281
2495657,THE ME COMPANY LLC,ALL TRANSPORT AND SHIPPING,782739
712786,THOMAS ABRAMS JR,ABRAMS TRUCKING,77846
981171,THOMAS W RETHELFORD,ANGEL TEAMING,525395
548579,THOMPSON INTERNATIONAL LTD,ASIA PACIFIC FOODS,82264
735921,TIM TAYLOR TRANSPORTATION INC,A&A CUSTOM TOWING,511849
735127,TIM TAYLOR TRANSPORTATION INC,A AND A LUXURY LIMOUSINE,511850
1219229,TONY KRUMMA,ALL WAYS TRUCKING,396993
,TRACY  A  GREEN,A & M TRANSPORT,394801
2130707,TRI-STATE FINANCIAL INC,AUTOWORLD,659607
2239096,VICKIE M ARMSTRONG,ABSOLUTE LOGISTICS SOLUTIONS,517883
3221246,VW WASTE HOLDINGS LLC,AFFORDABLE MEDICAL WASTE|AFFORDABLE DOCUMENT SHREDDING,1076704
808738,W D FRANKLIN III,ALL FREIGHT SERVICES,43837
1034638,W JOHN BISZANTZ,ALLSEASONS TRUCKING,393417
125565,WABASH VALLEY VAN & STORAGE COMPANY,ACME VAN & STORAGE,105223
,WALTER R GRIMM,AUBURN EXPRESS SERVICE INC,170877
,WAYNE ALEXANDER,ALEXANDER FARM SERVICE,52688
807488,WISE ENTERPRISES INC,A "WISE" CHOICE LIMOUSINE SERVICE,270493
2437140,YOLO A & A LUXURY LIMOUSINE AND TOWING INC,A & A LUXURY LIMOUSINE AND TOWING,760014
2437140,YOLO A & A LUXURY LIMOUSINE AND TOWING INC,A & A LUXURY LIMOUSINE AND TOWING,760013
1807576,ZELALEM GHEBRESELASEA,A AND Z AUTO TRANSPORT AND TOWING SERVICE,603279
